unit,cycle,sensor_14,sensor_7,sensor_15,sensor_10,sensor_18,sensor_24,sensor_23,sensor_5,sensor_20,sensor_6,RUL
40,177,47.98,1425.87,520.49,551.54,8.5179,23.1628,38.52,644.26,395,1598.58,11
40,178,48.06,1429.43,519.92,551.27,8.4845,23.0295,38.41,643.93,394,1603.02,10
40,179,47.97,1419.48,520.47,551.6,8.5238,23.1035,38.74,643.3,397,1598.63,9
40,180,48.05,1431.78,520.81,551.36,8.5237,22.9777,38.39,643.68,397,1606.65,8
40,181,48.16,1429.35,520.51,552.15,8.503,23.0732,38.58,643.33,395,1606.82,7
40,182,48.13,1430.81,520.03,551.38,8.5184,23.0108,38.39,643.81,398,1607.54,6
40,183,48.2,1428.22,520.39,551.88,8.5317,22.9529,38.53,643.7,396,1602.54,5
40,184,48.08,1425.46,520.31,551.38,8.5105,23.0755,38.54,643.59,396,1604.29,4
40,185,48.12,1427.3,519.56,552.45,8.5312,22.9686,38.47,643.32,397,1604.87,3
40,186,48.16,1427.59,519.73,551.58,8.4929,23.1198,38.3,643.6,396,1614.93,2
40,187,48.15,1428.42,519.75,550.87,8.4856,23.0906,38.5,644.06,397,1604.34,1
40,188,48.03,1432.96,520.33,551.08,8.535,23.1022,38.37,643.87,397,1611.92,0
41,1,47.19,1400.05,522.24,554.87,8.413,23.3608,38.94,642.66,391,1581.02,215
41,2,47.26,1403.99,522.02,554.48,8.3996,23.3779,39.02,642.35,391,1591.17,214
41,3,47.45,1398.08,522.07,554.91,8.4215,23.3598,38.95,642.2,391,1589.71,213
41,4,47.27,1408.89,521.79,555.07,8.4023,23.3986,39.09,641.74,391,1585.53,212
41,5,47.14,1406.45,522.32,554.83,8.3793,23.4437,38.91,642.11,391,1578.21,211
41,6,47.27,1404.52,523.09,553.89,8.4035,23.4517,38.76,642.63,391,1589.03,210
41,7,47.15,1400.55,522.43,553.96,8.4,23.5234,38.94,642.26,392,1579.0,209
41,8,47.33,1399.75,522.51,554.02,8.4147,23.3617,38.97,642.35,392,1582.59,208
41,9,47.21,1398.77,521.89,554.63,8.3797,23.3347,39.11,642.21,392,1582.04,207
41,10,47.17,1391.09,522.55,554.88,8.4026,23.4328,38.96,641.93,392,1586.49,206
41,11,47.33,1395.51,522.34,554.13,8.4099,23.3279,39.04,642.08,392,1581.89,205
41,12,47.3,1397.28,522.35,554.85,8.3841,23.3475,38.9,642.52,391,1580.81,204
41,13,47.25,1398.72,522.28,554.66,8.387,23.3529,38.93,642.49,391,1585.24,203
41,14,47.18,1402.3,522.17,554.24,8.3834,23.3631,39.06,642.69,392,1585.0,202
41,15,47.24,1393.25,522.37,554.62,8.4384,23.4242,38.83,642.1,392,1584.93,201
41,16,47.26,1405.22,521.67,553.92,8.4058,23.3661,39.09,642.68,393,1583.94,200
41,17,47.23,1406.69,522.1,554.62,8.415,23.3098,39.12,642.23,392,1591.01,199
41,18,47.27,1398.87,522.54,553.94,8.4417,23.4416,38.98,641.96,390,1584.48,198
41,19,47.38,1396.24,522.58,554.19,8.3845,23.3302,38.92,641.75,393,1584.57,197
41,20,47.26,1400.14,522.02,554.16,8.412,23.4141,38.96,641.94,392,1588.72,196
41,21,47.37,1395.03,522.56,554.32,8.4302,23.3716,38.92,642.12,393,1587.0,195
41,22,47.31,1401.3,521.86,553.75,8.3875,23.4643,39.15,641.57,391,1583.3,194
41,23,47.35,1399.07,522.36,554.49,8.3807,23.4666,39.07,642.65,392,1588.16,193
41,24,47.34,1391.27,521.75,554.0,8.3903,23.4438,38.96,642.47,392,1581.81,192
41,25,47.25,1396.86,521.28,553.36,8.3946,23.4964,38.92,641.98,394,1582.24,191
41,26,47.23,1396.47,521.81,554.32,8.3843,23.4039,39.1,642.28,392,1579.99,190
41,27,47.32,1404.92,522.37,554.25,8.396,23.3427,38.81,642.58,392,1584.5,189
41,28,47.3,1405.05,522.13,554.41,8.4107,23.3916,38.99,642.04,391,1582.13,188
41,29,47.2,1402.21,522.16,554.49,8.4184,23.4006,39.03,642.15,392,1584.24,187
41,30,47.29,1399.26,522.26,553.94,8.3857,23.363,39.02,642.04,392,1585.09,186
41,31,47.12,1402.33,521.73,554.12,8.3943,23.476,38.99,642.15,393,1586.98,185
41,32,47.38,1401.77,521.99,554.03,8.4214,23.2778,38.93,641.95,393,1582.23,184
41,33,47.23,1400.33,522.09,554.43,8.3938,23.2761,39.05,642.38,393,1581.22,183
41,34,47.28,1399.54,522.07,554.58,8.4406,23.3824,39.03,642.04,395,1585.91,182
41,35,47.26,1399.08,522.61,553.83,8.4345,23.3314,39.05,642.34,393,1584.76,181
41,36,47.32,1392.32,522.49,554.08,8.4117,23.4742,38.89,642.04,394,1586.15,180
41,37,47.21,1393.5,522.52,554.79,8.446,23.3135,39.04,642.24,390,1581.95,179
41,38,47.29,1399.35,522.31,554.42,8.4073,23.3953,38.92,642.2,391,1591.46,178
41,39,47.39,1400.98,522.08,553.95,8.3953,23.4833,39.02,642.23,392,1583.6,177
41,40,47.16,1403.14,522.31,554.22,8.4046,23.3544,39.1,642.64,393,1580.17,176
41,41,47.39,1402.59,522.44,554.95,8.4065,23.4668,38.95,641.85,392,1582.34,175
41,42,47.15,1391.1,522.05,554.42,8.4031,23.2587,39.01,641.81,393,1588.33,174
41,43,47.39,1393.64,522.22,554.4,8.4001,23.3855,38.95,642.07,392,1577.23,173
41,44,47.33,1394.68,522.32,554.62,8.3957,23.3669,38.91,641.65,390,1585.47,172
41,45,47.27,1400.23,522.54,554.08,8.3904,23.4365,38.91,641.97,390,1582.37,171
41,46,47.28,1400.64,521.77,554.68,8.4201,23.4101,38.95,641.99,390,1591.46,170
41,47,47.01,1399.9,522.27,553.34,8.4311,23.4619,39.08,642.37,391,1585.87,169
41,48,47.29,1398.75,522.1,554.23,8.3789,23.2837,39.04,642.47,394,1585.33,168
41,49,47.22,1410.01,522.32,554.1,8.4205,23.3819,38.85,642.86,391,1588.91,167
41,50,47.39,1398.79,522.09,554.09,8.4352,23.3785,38.93,642.33,391,1577.37,166
41,51,47.26,1406.36,522.78,554.2,8.4198,23.3366,38.92,642.37,392,1584.74,165
41,52,47.0,1400.62,522.07,554.0,8.4082,23.3932,39.02,641.94,392,1586.37,164
41,53,47.3,1399.86,522.14,553.68,8.4034,23.4442,39.02,642.87,392,1587.74,163
41,54,47.37,1390.39,522.4,554.46,8.41,23.4417,38.92,642.52,393,1586.43,162
41,55,47.52,1397.37,522.17,553.97,8.3982,23.4015,38.99,642.07,392,1584.27,161
41,56,47.18,1392.76,522.26,554.37,8.3742,23.306,38.88,642.37,391,1593.66,160
41,57,47.45,1398.37,522.26,554.49,8.4069,23.4089,39.1,643.02,392,1591.66,159
41,58,47.35,1402.08,521.85,553.26,8.4161,23.3008,38.91,642.04,393,1583.3,158
41,59,47.18,1398.72,522.11,554.46,8.3847,23.3135,38.98,642.13,392,1585.0,157
41,60,47.34,1395.29,521.65,553.97,8.4135,23.319,38.96,642.01,391,1587.08,156
41,61,47.26,1403.8,521.96,553.48,8.4253,23.4705,38.94,642.13,392,1576.83,155
41,62,47.19,1398.85,522.0,554.1,8.4138,23.3669,38.91,642.28,393,1585.19,154
41,63,47.38,1400.66,521.91,554.37,8.3983,23.3178,38.95,642.79,392,1583.41,153
41,64,47.47,1399.08,522.13,553.91,8.4355,23.3468,38.87,642.27,393,1583.89,152
41,65,47.3,1397.3,522.0,553.17,8.3904,23.4441,39.12,642.03,393,1587.47,151
41,66,47.3,1396.98,521.97,554.87,8.4173,23.3509,38.94,642.12,393,1587.24,150
41,67,47.29,1397.86,522.31,553.77,8.4081,23.4797,39.07,642.57,394,1592.68,149
41,68,47.32,1415.21,522.35,553.81,8.3892,23.3345,38.99,642.38,391,1594.09,148
41,69,47.36,1406.24,522.83,554.24,8.4118,23.4061,38.88,642.51,392,1578.47,147
41,70,47.26,1400.06,521.88,554.15,8.4209,23.3617,38.83,641.91,391,1589.73,146
41,71,47.29,1404.21,522.42,554.49,8.3769,23.3813,38.97,642.21,392,1583.86,145
41,72,47.37,1400.07,522.35,554.72,8.391,23.3448,39.03,642.31,391,1586.55,144
41,73,47.21,1398.11,522.19,554.15,8.4007,23.3807,38.95,643.0,393,1581.44,143
41,74,47.15,1399.17,521.56,553.51,8.4423,23.4185,39.01,642.54,392,1588.95,142
41,75,47.1,1408.89,521.38,553.59,8.4232,23.3613,38.77,641.97,391,1596.15,141
41,76,47.34,1401.28,521.98,554.93,8.4241,23.3172,39.11,642.6,392,1583.46,140
41,77,47.39,1401.89,522.4,554.65,8.4489,23.3856,39.05,642.21,392,1581.49,139
41,78,47.1,1398.42,522.8,553.9,8.4334,23.4167,38.88,641.94,391,1589.77,138
41,79,47.17,1404.53,522.07,554.39,8.3993,23.2632,38.86,642.75,392,1585.32,137
41,80,47.34,1404.14,522.1,553.87,8.4419,23.409,38.81,642.25,393,1574.75,136
41,81,47.45,1399.08,521.8,554.04,8.3943,23.5181,38.96,641.47,392,1584.14,135
41,82,47.29,1403.61,522.49,554.52,8.4334,23.3764,38.95,642.13,392,1594.1,134
41,83,47.36,1404.47,522.37,553.65,8.4402,23.5444,38.94,642.43,393,1588.62,133
41,84,47.44,1390.03,522.52,554.02,8.3984,23.3158,38.96,643.14,390,1582.52,132
41,85,47.4,1405.65,521.98,554.17,8.4264,23.3126,39.1,642.14,392,1587.45,131
41,86,47.48,1398.48,522.5,554.57,8.4142,23.4508,38.76,642.01,392,1591.37,130
41,87,47.21,1403.97,522.26,554.18,8.3983,23.4371,38.82,642.76,392,1585.28,129
41,88,47.26,1398.25,522.15,554.29,8.3781,23.3553,39.14,642.34,393,1583.29,128
41,89,47.39,1403.46,522.64,554.65,8.4384,23.3483,38.96,641.91,393,1585.96,127
41,90,47.38,1403.89,522.09,554.37,8.3937,23.2136,38.95,642.18,391,1593.36,126
41,91,47.36,1400.1,522.28,554.06,8.4333,23.3007,39.03,642.92,391,1580.98,125
41,92,47.42,1391.57,522.09,553.73,8.3621,23.3262,38.92,642.52,392,1585.5,124
41,93,47.21,1402.3,521.75,554.44,8.4452,23.3024,38.95,641.9,393,1592.2,123
41,94,47.18,1399.7,521.71,554.23,8.4404,23.3619,39.1,641.86,393,1581.17,122
41,95,47.18,1406.45,521.87,554.2,8.433,23.2193,38.97,642.23,393,1581.02,121
41,96,47.26,1402.66,521.85,553.99,8.4442,23.2864,38.89,642.61,392,1584.33,120
41,97,47.37,1403.21,521.76,553.69,8.4439,23.3741,38.91,642.59,392,1590.74,119
41,98,47.35,1401.43,521.71,553.95,8.4289,23.2899,38.99,642.44,391,1584.77,118
41,99,47.19,1398.2,522.04,554.44,8.4307,23.3179,38.82,642.24,393,1585.08,117
41,100,47.38,1406.99,522.15,554.07,8.4156,23.2304,38.92,642.87,392,1597.59,116
41,101,47.38,1404.61,522.05,554.33,8.3978,23.3855,38.99,643.08,391,1588.91,115
41,102,47.33,1407.7,522.07,553.9,8.4159,23.3209,38.97,643.02,393,1583.21,114
41,103,47.31,1406.22,522.41,554.27,8.406,23.3706,38.85,642.07,395,1585.52,113
41,104,47.3,1406.73,522.17,554.41,8.4196,23.4737,39.05,642.25,391,1588.69,112
41,105,47.34,1412.53,522.06,553.99,8.4046,23.2925,38.87,642.3,392,1586.0,111
41,106,47.22,1405.95,522.28,554.79,8.4462,23.2898,38.67,642.33,391,1587.36,110
41,107,47.34,1406.36,521.93,553.75,8.4006,23.4421,38.91,642.4,392,1585.43,109
41,108,47.54,1405.84,522.24,553.43,8.3985,23.2663,39.06,642.38,392,1586.82,108
41,109,47.56,1395.54,522.13,554.13,8.4272,23.4292,38.89,642.63,393,1585.81,107
41,110,47.26,1406.41,521.91,554.32,8.4123,23.2614,38.94,642.09,393,1589.77,106
41,111,47.43,1401.59,522.45,554.63,8.3999,23.4159,38.93,642.09,392,1585.93,105
41,112,47.49,1395.67,522.02,553.61,8.4235,23.2328,38.98,642.07,393,1585.89,104
41,113,47.57,1405.26,521.36,554.04,8.413,23.3436,38.83,642.39,391,1589.31,103
41,114,47.49,1393.8,522.52,553.62,8.3872,23.2953,38.86,642.44,393,1587.88,102
41,115,47.21,1402.18,521.96,554.36,8.4436,23.3328,39.01,642.72,390,1582.15,101
41,116,47.43,1403.87,521.68,554.7,8.3949,23.3805,38.89,642.19,394,1591.14,100
41,117,47.3,1404.49,521.64,554.25,8.4102,23.3369,39.01,642.25,393,1584.14,99
41,118,47.17,1407.69,521.93,553.55,8.401,23.2631,38.91,642.78,394,1584.74,98
41,119,47.38,1398.44,522.21,554.6,8.4475,23.3927,38.8,642.71,393,1586.06,97
41,120,47.4,1412.08,522.17,554.97,8.443,23.4454,39.0,642.36,393,1585.47,96
41,121,47.3,1400.21,522.04,554.0,8.4181,23.3317,38.62,642.68,394,1583.15,95
41,122,47.51,1408.33,522.16,554.06,8.4154,23.3482,38.78,642.52,392,1591.09,94
41,123,47.5,1403.33,521.87,553.87,8.4435,23.3781,38.77,642.96,394,1583.8,93
41,124,47.42,1406.41,521.76,553.99,8.429,23.2778,38.8,642.3,393,1595.06,92
41,125,47.57,1405.34,521.91,554.46,8.4237,23.3177,38.89,642.68,394,1584.56,91
41,126,47.46,1401.41,522.28,553.65,8.4177,23.3559,38.72,642.5,393,1583.8,90
41,127,47.29,1402.07,521.56,553.74,8.4505,23.3532,38.85,642.73,393,1582.78,89
41,128,47.38,1411.28,521.28,553.76,8.4487,23.3155,38.96,642.9,393,1590.67,88
41,129,47.19,1406.71,521.44,553.63,8.4127,23.4011,38.91,642.26,394,1586.66,87
41,130,47.56,1404.81,522.0,553.84,8.4413,23.3835,39.01,642.8,392,1589.53,86
41,131,47.23,1403.7,521.31,553.43,8.4311,23.3803,39.01,642.19,395,1585.34,85
41,132,47.51,1405.44,520.44,553.62,8.426,23.3853,38.74,642.83,391,1593.33,84
41,133,47.25,1409.9,521.61,553.59,8.4277,23.3346,38.81,642.42,393,1580.2,83
41,134,47.4,1404.59,521.78,553.8,8.4201,23.3459,39.01,642.17,392,1590.65,82
41,135,47.48,1405.24,521.5,553.28,8.4413,23.3521,39.04,642.88,393,1592.81,81
41,136,47.15,1410.61,521.58,553.12,8.4304,23.3768,38.85,642.39,393,1592.89,80
41,137,47.44,1400.78,522.26,553.71,8.4339,23.3819,38.86,642.32,392,1590.52,79
41,138,47.35,1405.0,521.55,553.75,8.4298,23.2919,38.88,642.54,393,1587.16,78
41,139,47.39,1400.2,521.84,553.15,8.4223,23.2241,38.79,642.78,392,1592.59,77
41,140,47.43,1405.88,521.11,553.16,8.4166,23.2367,38.88,642.64,395,1586.41,76
41,141,47.36,1401.32,521.79,554.29,8.4414,23.2998,38.99,643.2,392,1583.27,75
41,142,47.59,1407.36,521.53,553.58,8.4054,23.3494,38.95,642.61,394,1586.44,74
41,143,47.42,1407.71,521.73,554.41,8.4281,23.3023,38.84,642.69,393,1593.62,73
41,144,47.34,1399.27,522.15,553.43,8.4198,23.3732,38.75,642.89,393,1583.18,72
41,145,47.49,1407.37,521.21,553.1,8.4478,23.3038,38.92,642.57,393,1586.68,71
41,146,47.66,1408.99,521.19,553.63,8.4293,23.28,38.79,642.65,391,1585.78,70
41,147,47.37,1407.71,521.49,553.04,8.4261,23.2972,38.74,642.25,395,1593.33,69
41,148,47.43,1409.34,521.83,553.35,8.4772,23.2589,38.86,642.86,393,1588.61,68
41,149,47.45,1409.11,521.23,553.48,8.4625,23.345,38.84,642.91,393,1591.03,67
41,150,47.7,1410.32,521.25,553.13,8.4524,23.2779,38.79,642.92,393,1595.44,66
41,151,47.3,1413.37,521.31,553.74,8.4453,23.3812,38.78,642.02,392,1592.7,65
41,152,47.58,1407.4,521.3,553.82,8.4383,23.3251,38.84,642.91,393,1593.76,64
41,153,47.45,1408.85,520.89,552.94,8.4174,23.2922,38.9,642.88,394,1590.68,63
41,154,47.59,1404.21,521.43,553.67,8.4653,23.3182,38.89,643.0,393,1585.28,62
41,155,47.5,1413.32,521.93,553.78,8.4401,23.1918,38.85,642.09,392,1594.44,61
41,156,47.74,1403.18,522.3,554.19,8.4597,23.2808,38.98,642.76,395,1592.1,60
41,157,47.7,1408.85,521.49,553.67,8.4252,23.2811,38.91,642.59,392,1597.51,59
41,158,47.55,1413.18,521.3,553.81,8.4456,23.2287,38.75,642.32,393,1592.73,58
41,159,47.49,1409.84,521.35,553.29,8.4682,23.2689,38.81,642.61,394,1593.13,57
41,160,47.86,1409.44,521.47,553.63,8.4334,23.2451,38.9,642.72,393,1595.89,56
41,161,47.58,1407.25,521.02,553.36,8.4697,23.2267,38.71,642.41,392,1589.33,55
41,162,47.65,1410.54,521.83,553.86,8.4517,23.224,38.81,643.2,393,1598.11,54
41,163,47.61,1409.36,520.85,553.9,8.4683,23.3096,38.88,642.37,394,1598.88,53
41,164,47.65,1413.97,520.98,553.14,8.4409,23.2296,38.88,642.47,393,1596.59,52
41,165,47.47,1409.72,520.98,553.3,8.4256,23.3594,38.76,642.64,395,1586.58,51
41,166,47.41,1408.81,520.93,553.32,8.4811,23.3031,38.95,643.26,393,1590.1,50
41,167,47.47,1411.28,520.77,552.83,8.4152,23.2936,38.81,642.65,393,1589.84,49
41,168,47.67,1413.42,521.38,553.05,8.4293,23.1988,38.73,643.26,395,1597.34,48
41,169,47.51,1412.46,521.19,553.72,8.4957,23.2162,38.75,642.96,394,1594.28,47
41,170,47.78,1407.76,521.47,552.67,8.4045,23.2066,38.76,643.11,393,1589.34,46
41,171,47.48,1405.76,521.33,553.4,8.4522,23.3059,38.9,643.12,393,1591.17,45
41,172,47.74,1415.16,521.36,552.65,8.4662,23.2645,38.72,642.27,393,1594.37,44
41,173,47.54,1413.04,521.71,552.99,8.44,23.3386,38.65,642.79,394,1586.63,43
41,174,47.7,1410.72,521.12,553.0,8.4599,23.1265,38.56,642.95,395,1585.76,42
41,175,47.6,1416.94,521.52,552.66,8.4868,23.2915,38.61,642.59,394,1595.91,41
41,176,47.71,1408.97,520.7,553.7,8.4426,23.1792,38.72,642.89,393,1589.53,40
41,177,47.72,1414.19,520.6,553.38,8.4863,23.2574,38.75,643.14,392,1590.16,39
41,178,47.78,1410.69,521.41,552.81,8.4457,23.265,38.89,642.88,395,1587.66,38
41,179,47.49,1416.75,521.74,553.16,8.4918,23.2674,38.72,643.16,394,1590.5,37
41,180,47.82,1411.95,521.91,553.64,8.4719,23.2302,38.77,642.64,395,1595.51,36
41,181,47.55,1417.32,521.12,553.35,8.4465,23.2573,38.65,642.71,396,1597.78,35
41,182,47.77,1413.15,520.3,553.84,8.4514,23.2068,38.71,642.99,394,1598.58,34
41,183,47.74,1409.14,521.32,552.89,8.4696,23.2241,38.84,643.03,394,1591.14,33
41,184,47.9,1414.72,520.55,552.92,8.4747,23.2767,38.65,643.24,395,1601.58,32
41,185,47.97,1414.12,520.65,552.62,8.4837,23.2606,38.65,642.8,394,1590.27,31
41,186,47.65,1418.46,521.17,553.31,8.4536,23.2067,38.66,642.74,395,1595.82,30
41,187,47.72,1420.22,520.98,552.17,8.4642,23.1661,38.82,642.82,396,1595.98,29
41,188,47.84,1420.56,520.61,551.95,8.4492,23.289,38.56,642.37,395,1598.42,28
41,189,47.82,1421.09,520.8,553.06,8.4892,23.1772,38.72,643.62,396,1598.57,27
41,190,47.52,1421.2,520.89,553.11,8.4716,23.2267,38.83,642.48,394,1597.18,26
41,191,47.8,1415.36,520.84,552.65,8.4943,23.1498,38.56,643.17,395,1598.63,25
41,192,47.85,1418.73,520.56,552.65,8.5129,23.1414,38.72,643.29,394,1593.07,24
41,193,47.72,1419.76,521.13,552.58,8.4625,23.1496,38.74,643.36,395,1595.21,23
41,194,47.77,1422.46,520.49,552.59,8.5019,23.2329,38.59,642.96,395,1594.57,22
41,195,47.82,1421.22,520.57,552.62,8.5162,23.1055,38.48,642.35,394,1596.48,21
41,196,47.77,1414.8,520.95,552.06,8.4745,23.2066,38.73,643.28,396,1600.51,20
41,197,47.86,1419.88,520.62,552.74,8.4912,23.188,38.68,643.62,395,1599.12,19
41,198,47.87,1416.36,520.34,552.76,8.4935,23.1971,38.59,643.23,396,1596.67,18
41,199,47.84,1419.63,520.59,552.68,8.4879,23.0716,38.64,643.3,396,1592.09,17
41,200,47.86,1421.77,520.2,552.21,8.477,23.2225,38.56,643.03,394,1593.26,16
41,201,47.96,1416.68,520.47,551.53,8.4683,23.1026,38.62,643.08,396,1596.2,15
41,202,47.92,1417.11,520.59,552.11,8.4752,23.0607,38.59,642.8,397,1594.17,14
41,203,47.81,1424.74,520.52,552.71,8.4812,23.1872,38.49,643.22,396,1594.8,13
41,204,47.98,1421.35,520.56,551.83,8.5129,23.1615,38.56,643.03,395,1598.1,12
41,205,48.03,1415.37,520.04,551.98,8.5,23.0379,38.64,643.34,395,1600.74,11
41,206,47.87,1419.32,520.97,552.15,8.4998,23.1545,38.45,643.63,395,1599.01,10
41,207,47.99,1420.83,520.4,552.77,8.5278,23.1533,38.71,643.4,397,1601.51,9
41,208,47.95,1428.41,520.06,551.7,8.4869,23.1123,38.71,643.68,397,1599.48,8
41,209,48.15,1422.52,520.37,552.91,8.5426,23.0502,38.63,643.63,395,1597.54,7
41,210,48.19,1421.63,520.4,551.88,8.5217,23.0194,38.24,642.86,396,1597.65,6
41,211,48.06,1429.42,520.17,551.44,8.5323,23.0543,38.49,643.95,396,1601.42,5
41,212,48.25,1423.13,520.08,551.85,8.551,23.0281,38.59,643.91,396,1603.06,4
41,213,48.32,1434.97,519.69,551.97,8.5262,23.0126,38.48,643.49,397,1605.82,3
41,214,48.03,1431.63,519.6,550.98,8.5404,23.0107,38.49,644.07,398,1602.54,2
41,215,48.17,1423.4,519.94,552.7,8.5354,23.0304,38.47,643.82,398,1610.3,1
41,216,48.34,1428.74,520.07,551.53,8.4999,23.1237,38.25,643.51,398,1603.91,0
42,1,47.38,1394.47,521.97,554.81,8.4151,23.3795,38.87,642.6,391,1580.46,195
42,2,47.1,1400.28,522.16,554.47,8.3744,23.3892,39.08,642.4,391,1588.76,194
42,3,47.46,1405.86,522.24,554.34,8.3947,23.3858,38.9,642.98,393,1590.3,193
42,4,47.27,1402.98,522.39,553.99,8.4241,23.3261,39.05,642.12,392,1588.84,192
42,5,47.34,1403.11,521.59,553.69,8.3895,23.3922,38.81,642.14,393,1590.78,191
42,6,47.43,1402.05,522.52,554.06,8.4403,23.3656,39.07,642.26,391,1589.8,190
42,7,47.27,1403.07,522.14,554.81,8.4038,23.4255,39.12,642.3,390,1581.98,189
42,8,47.42,1400.34,522.33,554.84,8.3991,23.407,38.99,642.21,392,1591.28,188
42,9,47.26,1403.2,522.27,553.22,8.4412,23.459,38.96,642.62,393,1584.98,187
42,10,47.4,1399.21,521.94,553.83,8.4428,23.3415,38.97,642.46,391,1586.76,186
42,11,47.37,1407.86,522.31,554.17,8.4196,23.3778,39.12,642.86,392,1585.34,185
42,12,47.43,1408.09,521.86,553.73,8.4217,23.4366,38.88,642.87,390,1587.0,184
42,13,47.37,1404.46,521.33,554.51,8.387,23.403,38.99,642.63,391,1587.9,183
42,14,47.19,1407.37,521.55,554.72,8.3964,23.4565,39.06,641.6,393,1584.05,182
42,15,47.32,1405.38,521.54,554.36,8.382,23.4572,38.81,642.97,393,1583.8,181
42,16,47.3,1402.89,521.83,554.27,8.4188,23.3508,39.09,641.99,393,1584.39,180
42,17,47.33,1407.31,521.58,554.36,8.4099,23.3711,39.06,642.21,392,1586.78,179
42,18,47.24,1403.38,522.54,553.79,8.4223,23.2589,38.89,642.34,392,1590.23,178
42,19,47.37,1396.44,522.34,554.13,8.4246,23.2955,38.97,642.35,392,1589.2,177
42,20,47.35,1405.74,522.42,554.11,8.4495,23.4065,38.99,642.48,392,1585.53,176
42,21,47.04,1401.32,521.54,554.49,8.4055,23.4016,38.99,642.57,391,1589.6,175
42,22,47.27,1395.81,522.21,553.65,8.4267,23.3912,39.07,642.52,392,1582.14,174
42,23,47.25,1399.29,521.5,554.88,8.4041,23.4262,38.99,642.6,393,1588.97,173
42,24,47.4,1398.86,521.63,554.17,8.4324,23.3373,38.9,642.49,392,1591.16,172
42,25,47.43,1400.98,521.86,554.2,8.4386,23.4046,38.93,642.7,394,1589.23,171
42,26,47.26,1402.15,522.32,554.1,8.4213,23.3014,39.0,642.52,393,1590.99,170
42,27,47.22,1397.25,522.35,553.96,8.4223,23.378,38.96,642.58,393,1586.81,169
42,28,47.24,1403.94,522.07,554.13,8.3917,23.3193,39.07,642.6,393,1594.31,168
42,29,47.17,1399.87,522.02,554.26,8.3869,23.4727,38.8,642.29,392,1591.81,167
42,30,47.34,1399.82,521.54,554.81,8.4206,23.3579,39.06,642.55,391,1587.38,166
42,31,47.31,1406.62,522.39,555.06,8.3796,23.3884,38.81,642.43,392,1590.14,165
42,32,47.34,1407.89,521.91,554.55,8.4065,23.2845,38.97,642.43,392,1587.18,164
42,33,47.57,1399.88,522.15,553.61,8.4263,23.3138,38.9,642.3,393,1583.36,163
42,34,47.26,1401.65,521.95,554.13,8.4113,23.3024,39.09,642.33,393,1585.62,162
42,35,47.18,1401.11,522.12,554.59,8.3996,23.3202,39.0,642.32,392,1591.3,161
42,36,47.31,1401.59,521.56,553.97,8.4185,23.3359,38.92,642.19,391,1582.64,160
42,37,47.3,1398.96,521.85,554.23,8.4398,23.3871,38.76,642.16,393,1586.15,159
42,38,47.25,1400.8,522.0,553.75,8.4416,23.314,39.08,642.18,390,1583.79,158
42,39,47.27,1406.29,521.89,553.53,8.4099,23.2544,38.95,642.52,392,1596.48,157
42,40,47.41,1398.87,521.65,554.51,8.4355,23.3442,38.82,642.43,392,1590.29,156
42,41,47.32,1402.36,522.65,554.47,8.4,23.3714,38.96,642.28,392,1583.74,155
42,42,47.3,1394.88,521.96,554.45,8.4009,23.4533,38.81,642.58,393,1591.51,154
42,43,47.34,1397.3,522.16,553.25,8.3949,23.3933,38.97,642.27,393,1586.44,153
42,44,47.28,1402.05,521.78,553.76,8.3975,23.381,39.1,642.56,392,1586.05,152
42,45,47.45,1400.26,521.98,554.59,8.4303,23.2819,39.1,642.65,394,1589.3,151
42,46,47.44,1402.15,522.05,554.03,8.4026,23.3529,39.0,642.6,390,1582.95,150
42,47,47.3,1409.7,521.89,553.75,8.4295,23.3575,39.13,641.91,393,1584.57,149
42,48,47.29,1398.01,521.76,553.98,8.3902,23.339,38.98,642.42,391,1579.85,148
42,49,47.39,1402.59,522.01,553.55,8.4041,23.4294,38.84,641.96,392,1587.29,147
42,50,47.31,1398.57,521.46,553.57,8.4481,23.3831,38.78,642.18,394,1589.03,146
42,51,47.24,1399.31,522.24,553.38,8.4268,23.3961,38.85,642.46,392,1578.23,145
42,52,47.35,1400.06,522.14,553.64,8.3956,23.3292,38.88,642.6,393,1583.53,144
42,53,47.41,1401.36,522.33,553.78,8.4018,23.4118,38.94,641.67,391,1585.26,143
42,54,47.35,1406.55,522.31,553.85,8.3993,23.2515,38.92,642.22,391,1591.28,142
42,55,47.26,1401.41,521.89,554.56,8.4211,23.26,38.85,641.74,393,1592.06,141
42,56,47.29,1401.12,522.18,554.15,8.3888,23.3116,38.92,642.94,391,1580.95,140
42,57,47.57,1407.54,521.98,554.26,8.4313,23.3497,38.67,642.81,393,1586.81,139
42,58,47.42,1407.56,522.04,553.61,8.4409,23.3662,38.91,642.2,392,1582.29,138
42,59,47.35,1406.69,522.06,553.9,8.4174,23.3323,39.02,642.42,392,1585.21,137
42,60,47.37,1404.46,522.19,554.64,8.3669,23.3287,38.67,642.58,392,1584.22,136
42,61,47.38,1403.87,521.98,553.88,8.4263,23.2701,39.11,642.78,390,1584.67,135
42,62,47.47,1404.65,521.63,554.66,8.4079,23.2394,38.91,642.23,393,1581.89,134
42,63,47.42,1398.8,522.02,554.04,8.4198,23.3018,38.84,642.33,392,1593.19,133
